Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
argan-oil-sulfate-free-shampoo-conditioner-with-shea-butter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-65382c81c4b4638d17c4fd36.png?v=1698503481,5,Argan Oil Sulfate-Free Shampoo & Conditioner with Shea Butter - Paraben free -  250ML Each,,,,,,,,,,,,,,,,,,,,,,
argan-oil-sulfate-free-shampoo-conditioner-with-shea-butter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/MHBARGANBUNDLE.png?v=1698503481,6,Argan Oil Sulfate-Free Shampoo & Conditioner with Shea Butter - Paraben free -  250ML Each,,,,,,,,,,,,,,,,,,,,,,
argan-oil-sulfate-free-shampoo-conditioner-with-shea-butter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/ArganOilConditionerwithSheaButterParabenfree_7755ea8f-d514-4aba-9cad-963e49479ac6.png?v=1698503481,7,"",,,,,,,,,,,,,,,,,,,,,,
argan-oil-sulfate-free-shampoo-conditioner-with-shea-butter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/ArganOilSulfate-FreeShampooNaturalDHTBlocker_b4dc6112-6837-4fc8-b372-d48d422a98ff.png?v=1698503481,8,"",,,,,,,,,,,,,,,,,,,,,,
red-onion-black-seed-oil-sulfate-free-shampoo,Red Onion Black Seed Oil Sulfate Free Shampoo - DHT Blocker,"Introducing our sulfate-free Red Onion Black Seed Oil Shampoo, a potent DHT blocker designed to nurture your hair from the roots. This unique formula combines the enriching benefits of Red Onion and Black Seed Oil to create a dynamic duo that promotes healthier, thicker hair. Say goodbye to sulfates and hello to a natural solution that cleanses, strengthens, and revitalizes your locks. Experience the power of this sulfate-free shampoo, and let it be the key to achieving hair that's not only clean but also fortified and protected against hair loss.",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,SHAMPOO,"SLS FREE SHAMPOO, Sulfate Free, Sulfate Free Shampoo",true,Title,Default Title,,,,,,200.0,shopify,19,deny,manual,1235.00,,true,true,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/RedOnionBlackSeedOilSulfateFreeShampoo-DHTBlocker.png?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,600.00,true,,,active
red-onion-conditioner-with-biotin-paraben-free,Red Onion Conditioner with Biotin Paraben Free,"<span>Elevate your hair care routine with our Paraben-Free Red Onion Conditioner, enriched with the power of Biotin. Experience the magic of this unique combination as it nurtures your hair back to life. Red Onion extract, known for its hair-strengthening properties, teams up with Biotin, a key player in promoting hair growth. Together, they work to hydrate, strengthen, and add luster to your locks. Wave goodbye to parabens and welcome the natural goodness of this conditioner. Unleash the potential of healthier, thicker hair, naturally.</span>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,CONDITIONER,Conditioner,true,Title,Default Title,,,,,,200.0,shopify,5,deny,manual,975.00,,true,true,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/RedOnionConditionerwithBiotinParabenFree.png?v=1698450310,1,"",false,,,,,,,,,,,,,,,kg,,600.00,true,,,active
apple-cider-vinegar-conditioner-with-keratin,Apple Cider Vinegar Conditioner with Keratin Paraben Free,"<span>Discover the transformative power of our Paraben-Free Apple Cider Vinegar Conditioner infused with the strengthening benefits of Keratin. This unique conditioner is designed to restore and revitalize your hair, leaving it smoother, shinier, and more manageable. The natural acidity of apple cider vinegar helps balance your hair's pH, while Keratin adds strength and resilience to every strand. Bid farewell to parabens and say hello to luscious, healthier hair. Experience the ultimate blend of nature's best for a luxurious, paraben-free hair care journey.</span>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,CONDITIONER,Conditioner,true,Title,Default Title,,,,,,200.0,shopify,20,deny,manual,1000.00,,true,true,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/AppleCiderVinegarConditionerwithKeratinParabenFree.png?v=1698450310,1,Apple Cider Vinegar Conditioner with Keratin Paraben Free,false,,,,,,,,,,,,,,,kg,,600.00,true,,,active
argan-oil-conditioner-with-shea-butter,Argan Oil Conditioner with Shea Butter Paraben free,"<span>Elevate your hair care routine with our Paraben-Free Argan Oil Conditioner enriched with Shea Butter. This dynamic duo offers the perfect blend of natural ingredients to nourish and revitalize your hair. The Argan Oil imparts a luxurious softness and shine, while Shea Butter provides deep, lasting hydration. Say goodbye to parabens and hello to hair that's not only beautifully conditioned but also free from harmful additives. Experience the richness of this conditioner and embrace the beauty of healthier, more radiant locks.</span>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,CONDITIONER,Conditioner,true,Title,Default Title,,,,,,200.0,shopify,20,deny,manual,910.00,,true,true,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/ArganOilConditionerwithSheaButterParabenfree.png?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,600.00,true,,,active
argan-oil-sulfate-free-shampoo,Argan Oil Sulfate-Free Shampoo Natural DHT Blocker,"<span>Indulge in the luxurious care of our sulfate-free Argan Oil Shampoo, a natural DHT blocker that pampers your hair from root to tip. Infused with the enriching goodness of Argan Oil, this shampoo is a secret to stronger, more voluminous locks. Experience the magic of this gentle, sulfate-free formula, as it cleanses, nourishes, and protects your hair, leaving it looking and feeling healthier than ever. Say hello to beautiful hair, naturally.</span>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,SHAMPOO,"SLS FREE SHAMPOO, Sulfate Free, Sulfate Free Shampoo",true,Title,Default Title,,,,,,200.0,shopify,20,deny,manual,1150.00,,true,true,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/ArganOilSulfate-FreeShampooNaturalDHTBlocker.png?v=1698450310,1,Argan Oil Sulfate-Free Shampoo Natural DHT Blocker,false,,,,,,,,,,,,,,,kg,,600.00,true,,,active
apple-cider-vinegar-sulfate-free-shampoo,Apple Cider Vinegar Sulfate-Free Shampoo Natural DHT Blocker,"Experience the best hair care with our Natural DHT blocker-infused, sulfate-free Apple Cider Vinegar Shampoo. Our expertly created solution is made to hydrate your hair, stop hair loss, and encourage strong growth. Learn about the advantages of an all-natural method for achieving stronger, shinier, and more vivid hair. With our Apple Cider Vinegar DHT-blocking shampoo, bid sulfates farewell and welcome to a refreshed mane.",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,SHAMPOO,"SLS FREE SHAMPOO, Sulfate Free, Sulfate Free Shampoo",true,Title,Default Title,,,,,"",200.0,shopify,50,deny,manual,1250.00,,true,true,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/AppleCiderVinegarSulfate-FreeShampoowithDHTBlocker.png?v=1698450311,1,Apple Cider Vinegar Sulfate-Free Shampoo with DHT Blocker,false,,,,,,,,,,,,,,,kg,,600.00,true,,,active
argan-oil-shampoo-conditioner,MHB ARGAN OIL SHAMPOO & CONDITIONER,"<h3></h3>
<blockquote>
<h5><span>ARGAN OIL SHAMPOO &amp; CONDITIONER</span></h5>
</blockquote>
<p><span>Sulfate-free shampoo and conditioner are hair care products that do not contain sulfates, which are harsh detergents commonly found in traditional shampoos and cleansers. Sulfates can strip the hair of its natural oils, leaving it dry and prone to damage. Sulfate-free formulas are gentler and can help maintain the natural moisture balance of the scalp and hair. They may contain alternative cleansing agents such as coco betaine or sodium cocoyl isethionate. Sulfate-free conditioners are designed to nourish and detangle hair without weighing it down or leaving a residue. They may contain natural oils, plant extracts, or hydrolyzed proteins to help strengthen and protect the hair. Sulfate-free hair care is a good choice for people with sensitive scalps, color-treated hair, or those who prefer a more natural approach to hair care.</span></p>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,SHAMPOO,"ARGAN OIL, Deep Conditioning, HERBAL SHAMPOO",true,Title,Default Title,,,,,ArganBundle01,200.0,shopify,6,deny,manual,1050.00,,true,false,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/9f15059e568e3af452dcc900fe3b28da_1d508bea-db72-4c79-93d3-488303b27245.jpg?v=1698450310,1,"",false,,,,,,,,,,,,,,,kg,,400.00,true,,,active
argan-oil-shampoo-conditioner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/arganoilshampoo_3857d873-8f28-44eb-adff-7f02f525c628.png?v=1698450311,2,"",,,,,,,,,,,,,,,,,,,,,,
argan-oil-shampoo-conditioner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/CONDITIONERORDERNOW_ed00635c-a119-4066-b7f0-6f4bcb973c8f.png?v=1698450312,3,"",,,,,,,,,,,,,,,,,,,,,,
argan-oil-shampoo-conditioner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/IMPRFORMSHAMPOO_2b584ec8-1c5d-421a-ae1a-5eb62caee860.png?v=1698450311,4,"",,,,,,,,,,,,,,,,,,,,,,
argan-oil-shampoo-conditioner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/UNIBANNER_929ec308-1c64-4e08-831e-717f75802f98.png?v=1698450311,5,"",,,,,,,,,,,,,,,,,,,,,,
sale,MHB VITAMIN C ANTI AGING MOISTURIZING DAY CREAM 50ML AND ACTIVATED CHARCOAL SHEA BUTTER SOAP 120G - BUNDLE,"<p data-mce-fragment=""1"">MHB Vitamin C Anti Aging Moisturizing Day Cream 50ml</p>
<p data-mce-fragment=""1"">Activated Charcoal Shea Butter Soap 120g - Bundle</p>
<p data-mce-fragment=""1"">MHB Vitamin C Serum 30ml (Free Gift)</p>",MHB - MEMOONA HEALTH & BEAUTY,,"","",false,Title,Default Title,,,,,"",400.0,shopify,1,deny,manual,1500.00,2250.00,true,true,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/canvas-1-64d9113969457f7032356376_0710fc3f-9ffb-452e-bbdd-00f02d08bbed.png?v=1698450310,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,draft
mhb-argan-oil-shampoo-conditioner-250ml-with-mhb-argan-oil-gift,MHB ARGAN OIL SHAMPOO & CONDITIONER  250ml with MHB Argan Oil 50ml Gift,"<p>MHB ARGAN OIL SHAMPOO &amp; CONDITIONER  250ml </p>
<p>MHB ARGAN OIL 50ML (Free Gift)</p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,,500.0,shopify,9,continue,manual,999.00,1500.00,true,false,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64da35faceaf8f22296b21c3.jpg?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,500.00,true,,,draft
mhb-argan-oil-shampoo-conditioner-250ml-each,MHB ARGAN OIL SHAMPOO & CONDITIONER  250ml with Hair Serum Gift,"<p>MHB ARGAN OIL SHAMPOO &amp; CONDITIONER  250ml </p>
<p>MHB HAIR SERUM 100ML (Free Gift)</p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,"",500.0,shopify,9,continue,manual,999.00,1500.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64da2de5ceaf8f22296b21b7.png?v=1698450312,1,"",false,,,,,,,,,,,,,,,kg,,500.00,true,,,draft
mhb-argan-oil-hair-mask-250ml,MHB Argan Oil Hair Mask - 250ml,"<h3>Deep Conditioning Keratin Hair Treatment with Vitamin E Moisturizing and Restorative 250ml</h3>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1""><u data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.62bf3076tqirAD"" data-mce-fragment=""1"">How to Use:</u></strong> Dry the Hair, than put the hair mask from the end of the hair, avoid the scalp-massage with finger pulp for 3 min, let every single hair absorb the nutrition Warm the hair with a hot towel for 5 -10 minute to accelerate the absorb then washout</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">SAFETY WARNING: For external use only. Rub a very small amount on the inside of your elbow area to test for any allergic reaction before use. Avoid contact with eyes, keep out of the reach of children.</span></li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,,HAIR MASK,"ARGAN OIL, ARGAN OIL HAIR MASK, Deep Conditioning, HAIR MASK, Keratin Hair Treatment, MHB HAIR MASK, MHB HAIRMASK",true,Title,Default Title,,,,,,200.0,shopify,6,deny,manual,875.00,,true,false,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-649eae8e94d205fbc924af73.png?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,270.00,true,,,active
mhb-argan-oil-hair-mask-250ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64cd16f06116225c804a8bdd.png?v=1698450310,2,"",,,,,,,,,,,,,,,,,,,,,,
mhb-herbal-shampoo-230ml-and-mhb-argan-oil-hair-mask-150ml-bundle,MHB Herbal Shampoo 230ML and MHB Argan Oil Hair Mask 150ml - Bundle,"<p>MHB Herbal Shampoo 230ML</p>
<p>MHB Argan Oil Hair Mask 150ml </p>
<p>MHB Argan Oil 50ml (Free gift)</p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,,400.0,shopify,10,continue,manual,950.00,1350.00,true,true,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64d90dcd3fd3593de3dc651e.png?v=1698450312,1,"",false,,,,,,,,,,,,,,,kg,,500.00,true,,,draft
mhb-vitamin-c-serum-for-face-30ml,MHB Vitamin C Serum for Face - 30ml,"<h3>Vegan, Cruelty-Free, Organic, Eco-Friendly with Pure Hyaluronic Acid &amp; Vitamin E - Best Natural Formula for Wrinkles &amp; Sun Damage</h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.72a210c4uPUbRf"" data-mce-fragment=""1"">
<div class=""w-full border-b border-black/10 dark:border-gray-900/50 text-gray-800 dark:text-gray-100 group bg-gray-50 dark:bg-[#444654]"">
<div class=""text-base gap-4 md:gap-6 m-auto md:max-w-2xl lg:max-w-2xl xl:max-w-3xl p-4 md:py-6 flex lg:px-0"">
<div class=""relative flex w-[calc(100%-50px)] flex-col gap-1 md:gap-3 lg:w-[calc(100%-115px)]"">
<div class=""flex flex-grow flex-col gap-3"">
<div class=""min-h-[20px] flex flex-col items-start gap-4 whitespace-pre-wrap"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p>Vitamin C serum is a skincare product that contains a high concentration of vitamin C, an antioxidant that can help brighten skin, reduce the appearance of dark spots, and protect against environmental damage. It is typically used in the morning after cleansing and before moisturizing, and can be applied to the face, neck, and chest. It may also contain other beneficial ingredients like hyaluronic acid and vitamin E. It is important to store vitamin C serum in a cool, dark place to prevent oxidation and maintain its potency.</p>
</div>
</div>
</div>
<div class=""flex justify-between"">
<div class=""text-gray-400 flex self-end lg:self-center justify-center mt-2 gap-3 md:gap-4 lg:gap-1 lg:absolute lg:top-0 lg:translate-x-full lg:right-0 lg:mt-0 lg:pl-2 visible""><img alt=""Vitamin C Usage"" src=""https://cdn.shopify.com/s/files/1/0516/1677/6382/files/VitaminCUsage_480x480.jpg?v=1684150356""></div>
</div>
</div>
</div>
</div>
</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Cosmetics > Skin Care,SERUM,"MHB SERUM, MHB VITAMIN C SERUM, Vitamin C Serum",true,Title,Default Title,,,,,,200.0,shopify,16,continue,manual,550.00,,true,false,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/c1906089987df106c1b2178e11aa39cf.jpg?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,400.00,true,,,active
mhb-herbal-shampoo-230ml-and-mhb-hair-serum-220ml-bundle,MHB Herbal Shampoo 230ML and MHB Hair Serum 220ml - Bundle,"<p>MHB Herbal Shampoo 230ML</p>
<p>MHB Hair Serum 220ml </p>
<p>MHB Argan Oil 50ml (Free gift)</p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,"",400.0,shopify,10,continue,manual,1300.00,1700.00,true,true,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64d90ed53fd3593de3dc652e.png?v=1698450312,1,"",false,,,,,,,,,,,,,,,kg,,700.00,true,,,draft
mhb-hair-serum-220ml,MHB Hair Serum -220ml,"<h3>Hair Growth Therapy Energizing Scalp Serum (220ml) with Argan Oil &amp; DHT Blockers, All Hair Types, Men &amp; Women (Packaging may vary)</h3>
<ul class="""" data-mce-fragment=""1"">
<li class="""" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Experience luxurious hair care with MHB Hair Growth Therapy Energizing Scalp Serum. Infused with Argan Oil and DHT Blockers, this highly effective formula caters to all hair types and promotes growth while strengthening the strands and nourishing the scalp. Providing an exclusive spa experience right at home, treat your locks to the best with MHB.</p>
</li>
</ul>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Hair Care,HAIR SERUM,HAIR SERUM,true,Title,Default Title,,,,,,100.0,shopify,6,deny,manual,750.00,,true,false,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64cceaefd070775f475b0e2b.png?v=1698450313,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,active
mhb-vitamin-c-anti-aging-moisturizing-day-cream-50ml-and-activated-charcoal-shea-butter-soap-120g-bundle,MHB Vitamin C Anti Aging Moisturizing Day Cream 50ml and Activated Charcoal Shea Butter Soap 120g - Bundle,"<p>MHB Vitamin C Anti Aging Moisturizing Day Cream 50ml</p>
<p>Activated Charcoal Shea Butter Soap 120g - Bundle</p>
<p>MHB Vitamin C Serum 30ml (Free Gift)</p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,"",400.0,shopify,10,deny,manual,1500.00,2000.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/canvas-1-64d9113969457f7032356376.png?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,1000.00,true,,,draft
mhb-vitamin-c-cleanser-300ml-and-mhb-vitamin-c-moisturizer-120ml-bundle,MHB Vitamin C Cleanser 300ML and MHB Vitamin C Moisturizer 120ml - Bundle,"<p>MHB Vitamin C Cleanser 300ML</p>
<p>MHB Vitamin C Moisturizer 120ml </p>
<p><span>MHB Vitamin C Serum 30ml (Free Gift)</span></p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,"",400.0,shopify,10,deny,manual,1700.00,2200.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64d911563fd3593de3dc6546.png?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,1000.00,true,,,draft
mhb-vitamin-c-cream-for-face-50ml-and-mhb-vitamin-c-serum-for-face-50ml-bundle,MHB Vitamin C Anti Aging Moisturizing Day Cream 50ml and MHB Vitamin C Serum for Face 50ml Bundle,"<p data-mce-fragment=""1""><span style=""font-size: 0.875rem;"">MHB Vitamin C Anti Aging Moisturizing Day Cream 50ml</span></p>
<p data-mce-fragment=""1""><span style=""font-size: 0.875rem;"">MHB Vitamin C Serum for Face 50ml </span><br></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">MHB Vitamin C Toner 120ml (Free Gift)</span></p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,"",400.0,shopify,10,deny,manual,2000.00,2750.00,true,true,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/canvas-1-64d90a2369457f7032356324.png?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,1000.00,true,,,draft
mhb-retinol-cream-for-face-50ml-and-mhb-vitamin-c-serum-for-face-50ml-bundle,MHB Retinol Cream for Face 50ml and MHB Vitamin C Serum for Face 50ml Bundle,"<p>MHB Retinol Cream for Face 50ml</p>
<p>MHB Vitamin C Serum for Face 50ml </p>
<p><span>MHB Vitamin C Toner 120ml (Free Gift)</span></p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,"",400.0,shopify,10,deny,manual,2000.00,2750.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/canvas-1-64d907c969457f703235630f.png?v=1698450312,1,"",false,,,,,,,,,,,,,,,kg,,1000.00,true,,,draft
mhb-vitamin-c-cleanser-300ml-and-vitamin-c-serum-50ml-bundle,MHB Vitamin C Cleanser 300ml and Vitamin C Serum 50ml - Bundle,"<p>MHB Vitamin C Cleanser 300ml</p>
<p>Vitamin C Serum 50ml</p>
<p>Activated Charcoal Shea Butter Soap 120g (Free Gift)<br></p>",MHB - MEMOONA HEALTH & BEAUTY,,"",azadi,false,Title,Default Title,,,,,"",400.0,shopify,10,deny,manual,1800.00,2300.00,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/main-canvas-64d90a293fd3593de3dc6501.png?v=1698450313,1,"",false,,,,,,,,,,,,,,,kg,,700.00,true,,,draft
activated-charcoal-shea-butter-whitening-anti-aging-soap-120g,ACTIVATED CHARCOAL + SHEA BUTTER WHITENING & ANTI-AGING SOAP - 120G,"<span data-mce-fragment=""1"">Indulge in a luxurious cleansing experience with our charcoal shea butter soap. This premium soap combines the cleansing power of activated charcoal with the moisturizing properties of shea butter to leave your skin feeling soft, smooth, and refreshed. Our soap is perfect for all skin types and is especially effective in treating acne, reducing the appearance of pores, and improving overall skin texture. The soap is handcrafted using only the finest ingredients and is free from harmful chemicals and additives.</span>",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,"",FACE CARE,true,Title,Default Title,,,,,"",200.0,shopify,19,continue,manual,750.00,,true,true,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/mhbbundleSHEALG.jpg?v=1698450311,1,"",false,,,,,,,,,,,,,,,kg,,200.00,true,,,active
activated-charcoal-shea-butter-whitening-anti-aging-soap-120g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/soap.jpg?v=1698450311,2,"",,,,,,,,,,,,,,,,,,,,,,
activated-charcoal-shea-butter-whitening-anti-aging-soap-120g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/image_E0A-blk.jpg?v=1703078124,3,"",,,,,,,,,,,,,,,,,,,,,,
activated-charcoal-shea-butter-whitening-anti-aging-soap-120g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0516/1677/6382/files/image_bJF.jpg?v=1703078124,4,"",,,,,,,,,,,,,,,,,,,,,,
pack-of-3-rose-facewash,"Pack of 3 Pure Rose Extract 5 in 1 - Scrub, Mask, Facial Cleansing, Face Wash, Moisturizing, Pinkish Glow - 150ml Each","Introducing MHB Glow &amp; Shine Rose and Honey Face Wash with Almond Scrub:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Indulge in the ultimate pampering experience with our MHB Glow &amp; Shine Rose and Honey Face Wash with Almond Scrub. This luxurious face wash is carefully crafted with natural ingredients that will leave your skin feeling refreshed, rejuvenated, and glowing with radiance.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Key Ingredients:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">1. Rose Extracts: Infused with the essence of fresh roses, this face wash provides a calming and soothing effect on the skin. Rose extracts are rich in antioxidants, helping to combat free radicals and reducing the signs of aging, leaving your skin looking youthful and supple.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">2. Honey: Known for its excellent moisturizing properties, honey locks in hydration, leaving your skin soft and nourished. It also helps to promote a natural, healthy glow, making your complexion look radiant and luminous.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">3. Almond Scrub: The gentle almond scrub particles in the face wash work effectively to exfoliate the skin, removing dead skin cells and impurities. Regular use of the almond scrub will help improve skin texture, making it smoother and more even-toned.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Key Benefits:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">1. Deep Cleansing: The formula effectively removes dirt, excess oil, and impurities from the skin, leaving it fresh and clean.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">2. Exfoliation: The almond scrub particles gently exfoliate the skin, promoting a brighter and more radiant complexion.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">3. Hydration: The combination of honey and rose extracts provides ample hydration, keeping your skin moisturized throughout the day.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">4. Soothing &amp; Nourishing: The natural ingredients soothe the skin, reducing redness and irritation, while nourishing it with essential nutrients.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">5. Revitalizing Fragrance: The enchanting fragrance of roses uplifts your senses, creating a delightful and refreshing experience during each use.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Directions for Use:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">1. Wet your face with water.<br data-mce-fragment=""1"">2. Take a small amount of the MHB Glow &amp; Shine Rose and Honey Face Wash with Almond Scrub onto your palm.<br data-mce-fragment=""1"">3. Gently massage the face wash in a circular motion on your wet face, avoiding the eye area.<br data-mce-fragment=""1"">4. Rinse thoroughly with water and pat dry with a soft towel.<br data-mce-fragment=""1"">5. For best results, follow with your favorite moisturizer.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Experience the magic of MHB Glow &amp; Shine Rose and Honey Face Wash with Almond Scrub, and let your skin radiate with natural beauty. Pamper yourself with this invigorating face wash and unlock a truly refreshing and rejuvenating skincare ritual. Say hello to a fresh, glowing, and revitalized complexion with each use!",MHB - MEMOONA HEALTH & BEAUTY,Health & Beauty > Personal Care > Cosmetics > Skin Care,FACEWASH,"FACEWASH, MHB FACEWASH, Rose Facewash",true,Title,Default Title,,,,,packof3rosefacewash,500.0,shopify,10,deny,manual,2000.00,,true,false,"",https://cdn.shopify.com/s/files/1/0516/1677/6382/files/312f633634d95f9cb757a83059e68a9d.jpg?v=1698450312,1,"",false,,,,,,,,,,,,,,,kg,,300.00,true,,,active
